CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C0597,30,6,72652.39749999999,4,3,4,11,Loyal
C0598,62,9,52305.850999999995,3,4,3,10,Loyal
C0599,43,10,69167.312,3,4,4,11,Loyal
C0600,19,13,120409.1535,4,4,5,13,High Value
C0601,161,7,39636.5185,2,3,3,8,Potential
C0602,15,10,39250.6235,5,4,3,12,Loyal
C0603,16,15,154095.7355,5,5,5,15,High Value
C0605,706,3,26901.430500000002,1,2,2,5,At Risk
C0606,51,3,30216.8115,3,2,2,7,Potential
C0607,161,5,32107.942499999997,2,3,3,8,Potential
C0608,209,2,13947.386999999999,1,1,1,3,At Risk
C0609,19,8,33525.193,4,3,3,10,Loyal
C0610,5,18,119036.61349999999,5,5,5,15,High Value
C0611,40,2,14548.55,3,1,2,6,At Risk
C0612,5,25,164933.3785,5,5,5,15,High Value
C0613,2,33,228198.5625,5,5,5,15,High Value
C0614,191,1,1238.8495,1,1,1,3,At Risk
C0615,15,3,15518.2015,5,2,2,9,Potential
C0616,24,25,121269.287,4,5,5,14,High Value
C0617,40,18,161223.709,3,5,5,13,High Value
C0618,210,2,13837.731,1,1,1,3,At Risk
C0621,2,45,327644.9545,5,5,5,15,High Value
C0622,682,1,4432.0065,1,1,1,3,At Risk
C0623,12,9,33701.828,5,4,3,12,Loyal
C0624,29,13,79886.0985,4,4,4,12,Loyal
C0625,704,1,13552.515,1,1,1,3,At Risk
C0626,593,3,24645.303,1,2,2,5,At Risk
C0627,563,1,9536.955,1,1,1,3,At Risk
C0628,41,12,84097.5175,3,4,4,11,Loyal
C0629,64,1,4001.2195,3,1,1,5,At Risk
C0630,4,17,116486.302,5,5,5,15,High Value
C0631,118,10,61898.016,2,4,4,10,Loyal
C0632,80,2,4434.820000000001,2,1,1,4,At Risk
C0634,10,10,84086.3185,5,4,4,13,High Value
C0635,327,2,4117.147999999999,1,1,1,3,At Risk
C0636,203,12,74824.027,1,4,4,9,Potential
C0637,64,11,46986.0935,3,4,3,10,Loyal
C0638,85,3,33842.695,2,2,3,7,Potential
C0639,59,13,57741.148,3,4,4,11,Loyal
C0640,39,10,55964.731,3,4,4,11,Loyal
C0641,64,9,44196.5645,3,4,3,10,Loyal
C0642,96,4,15529.607,2,2,2,6,At Risk
C0643,15,1,6234.372,5,1,1,7,Potential
C0645,55,4,17692.7805,3,2,2,7,Potential
C0646,80,5,32982.178,2,3,3,8,Potential
C0647,63,5,20537.4055,3,3,2,8,Potential
C0649,323,6,24561.466,1,3,2,6,At Risk
C0650,646,1,1801.53,1,1,1,3,At Risk
C0651,231,1,3343.4,1,1,1,3,At Risk
C0652,28,7,43183.387,4,3,3,10,Loyal
C0653,28,4,8875.9535,4,2,1,7,Potential
C0654,28,5,39166.861000000004,4,3,3,10,Loyal
C0655,14,6,73510.853,5,3,4,12,Loyal
C0656,14,8,47338.666,5,3,3,11,Loyal
C0657,59,6,50986.801999999996,3,3,3,9,Potential
C0658,25,3,31016.0155,4,2,3,9,Potential
C0659,7,4,30284.2325,5,2,2,9,Potential
C0660,37,14,78619.0135,4,5,4,13,High Value
C0661,307,1,25656.435,1,1,2,4,At Risk
C0662,49,4,26456.537,3,2,2,7,Potential
C0664,202,4,34885.7975,1,2,3,6,At Risk
C0665,28,15,90204.18599999999,4,5,4,13,High Value
C0666,21,14,124927.437,4,5,5,14,High Value
C0667,36,11,42069.856,4,4,3,11,Loyal
C0669,95,5,22968.4395,2,3,2,7,Potential
C0670,192,17,92082.292,1,5,4,10,Loyal
C0671,44,18,140231.22699999998,3,5,5,13,High Value
C0672,197,3,27669.02,1,2,2,5,At Risk
C0673,175,5,54468.978,2,3,4,9,Potential
C0674,101,3,16380.4005,2,2,2,6,At Risk
C0675,839,1,2596.8,1,1,1,3,At Risk
C0676,58,5,26340.613999999998,3,3,2,8,Potential
C0677,795,2,9564.806,1,1,1,3,At Risk
C0678,179,9,51579.259,2,4,3,9,Potential
C0679,2,9,66236.4775,5,4,4,13,High Value
C0680,727,1,4186.0,1,1,1,3,At Risk
C0682,123,6,43015.33,2,3,3,8,Potential
C0683,225,2,7219.1515,1,1,1,3,At Risk
C0684,17,9,56512.1345,4,4,4,12,Loyal
C0685,3,2,12699.692500000001,5,1,1,7,Potential
C0686,61,9,50757.5285,3,4,3,10,Loyal
C0687,15,6,31365.0645,5,3,3,11,Loyal
C0688,631,1,9572.36,1,1,1,3,At Risk
C0689,288,3,11414.743999999999,1,2,1,4,At Risk
C0691,77,5,27098.474000000002,3,3,2,8,Potential
C0692,27,10,88269.3315,4,4,4,12,Loyal
C0693,59,1,2362.28,3,1,1,5,At Risk
C0695,49,9,51509.066000000006,3,4,3,10,Loyal
C0696,30,7,40604.9675,4,3,3,10,Loyal
C0697,3,22,131247.7195,5,5,5,15,High Value
C0698,52,5,48255.4685,3,3,3,9,Potential
C0699,21,8,81742.8245,4,3,4,11,Loyal
C0700,42,8,73985.147,3,3,4,10,Loyal
C0701,10,23,184719.7085,5,5,5,15,High Value
C0702,22,15,128745.387,4,5,5,14,High Value
C0705,767,1,11768.36,1,1,1,3,At Risk
C0706,161,6,24697.833,2,3,2,7,Potential
C0707,170,7,20810.336,2,3,2,7,Potential
C0708,21,7,44684.969,4,3,3,10,Loyal
C0709,413,2,1660.2865,1,1,1,3,At Risk
C0710,11,14,80322.7635,5,5,4,14,High Value
C0711,15,21,92364.8455,5,5,4,14,High Value
C0712,52,3,21617.549,3,2,2,7,Potential
C0713,75,12,75719.93950000001,3,4,4,11,Loyal
C0714,113,7,32766.476,2,3,3,8,Potential
C0715,38,13,107716.6375,3,4,5,12,Loyal
C0716,75,19,149948.477,3,5,5,13,High Value
C0717,119,5,13948.8995,2,3,1,6,At Risk
C0718,125,8,37534.1595,2,3,3,8,Potential
C0719,16,14,84942.7775,5,5,4,14,High Value
C0720,7,10,74591.959,5,4,4,13,High Value
C0721,16,4,44217.731,5,2,3,10,Loyal
C0722,23,10,71418.9985,4,4,4,12,Loyal
C0723,120,1,4198.743,2,1,1,4,At Risk
C0724,105,4,18993.434,2,2,2,6,At Risk
C0725,123,10,52708.4615,2,4,3,9,Potential
C0726,3,7,44436.9825,5,3,3,11,Loyal
C0727,56,9,71025.3995,3,4,4,11,Loyal
C0728,32,1,10862.869999999999,4,1,1,6,At Risk
C0729,400,4,29355.022,1,2,2,5,At Risk
C0730,235,1,12349.277999999998,1,1,1,3,At Risk
C0731,192,1,4153.7895,1,1,1,3,At Risk
C0732,37,10,80942.718,4,4,4,12,Loyal
C0733,271,2,2751.3230000000003,1,1,1,3,At Risk
C0734,178,4,22892.5625,2,2,2,6,At Risk
C0735,238,5,21776.1135,1,3,2,6,At Risk
C0736,14,26,181161.4665,5,5,5,15,High Value
C0737,369,3,15693.836,1,2,2,5,At Risk
C0738,609,1,8422.909,1,1,1,3,At Risk
C0740,9,7,34885.973,5,3,3,11,Loyal
C0741,33,12,77003.186,4,4,4,12,Loyal
C0742,99,4,29212.288,2,2,2,6,At Risk
C0743,110,6,36936.0875,2,3,3,8,Potential
C0744,516,1,11179.942000000001,1,1,1,3,At Risk
C0745,32,5,11445.135,4,3,1,8,Potential
C0746,87,4,47424.921,2,2,3,7,Potential
C0747,32,3,15499.0465,4,2,2,8,Potential
C0748,122,2,10569.389500000001,2,1,1,4,At Risk
C0749,260,2,18202.601,1,1,2,4,At Risk
C0751,5,7,28250.413999999997,5,3,2,10,Loyal
C0752,190,2,20737.458000000002,1,1,2,4,At Risk
C0753,220,3,33266.916,1,2,3,6,At Risk
C0754,764,1,3601.59,1,1,1,3,At Risk
C0755,28,28,153630.2465,4,5,5,14,High Value
C0756,5,24,136076.561,5,5,5,15,High Value
C0757,393,4,14198.6045,1,2,2,5,At Risk
C0758,675,2,3792.727,1,1,1,3,At Risk
C0759,265,3,20808.606,1,2,2,5,At Risk
C0760,169,6,43122.9095,2,3,3,8,Potential
C0762,305,8,51062.833,1,4,3,8,Potential
C0763,32,7,94996.356,4,3,5,12,Loyal
C0764,18,28,165683.149,4,5,5,14,High Value
C0766,14,19,158529.549,5,5,5,15,High Value
C0767,107,10,69823.483,2,4,4,10,Loyal
C0768,101,1,5204.6,2,1,1,4,At Risk
C0769,548,2,11118.648,1,1,1,3,At Risk
C0770,602,1,897.894,1,1,1,3,At Risk
C0771,52,4,53927.304000000004,3,2,4,9,Potential
C0772,30,1,10555.44,4,1,1,6,At Risk
C0773,39,7,40180.113,3,3,3,9,Potential
C0774,26,3,26954.3,4,2,2,8,Potential
C0775,38,24,135368.28,3,5,5,13,High Value
C0776,383,1,128.3355,1,1,1,3,At Risk
C0777,28,36,222834.627,4,5,5,14,High Value
C0778,297,1,17558.994,1,1,2,4,At Risk
C0779,3,18,160485.5005,5,5,5,15,High Value
C0780,681,2,13475.2,1,1,1,3,At Risk
C0781,70,1,1801.53,3,1,1,5,At Risk
C0782,8,12,58504.051499999994,5,4,4,13,High Value
C0783,263,3,19289.715,1,2,2,5,At Risk
C0784,36,7,56681.3995,4,3,4,11,Loyal
C0785,59,10,79846.9455,3,4,4,11,Loyal
C0786,180,4,42340.85,2,2,3,7,Potential
C0787,69,7,39060.7165,3,3,3,9,Potential
C0788,3,12,60554.3885,5,4,4,13,High Value
C0789,886,1,5349.26,1,1,1,3,At Risk
C0790,63,2,29999.126,3,1,2,6,At Risk
C0791,38,29,199120.601,3,5,5,13,High Value
C0793,643,2,12788.244,1,1,1,3,At Risk
C0794,46,15,98876.676,3,5,5,13,High Value
C0795,14,4,18810.6065,5,2,2,9,Potential
C0796,90,3,7565.807999999999,2,2,1,5,At Risk
C0797,51,2,4634.559,3,1,1,5,At Risk
C0798,14,4,32954.515999999996,5,2,3,10,Loyal
C0799,456,2,5770.2065,1,1,1,3,At Risk
C0800,201,2,6455.84,1,1,1,3,At Risk
C0801,156,11,55123.346,2,4,4,10,Loyal
C0802,135,3,16093.327500000001,2,2,2,6,At Risk
C0803,34,5,19352.739,4,3,2,9,Potential
C0804,31,35,212600.2935,4,5,5,14,High Value
C0805,164,7,49295.8275,2,3,3,8,Potential
C0806,12,17,90705.0585,5,5,4,14,High Value
C0807,98,2,4842.11,2,1,1,4,At Risk
C0808,91,9,68004.3455,2,4,4,10,Loyal
C0809,430,1,34517.7,1,1,3,5,At Risk
C0810,190,2,28777.403999999995,1,1,2,4,At Risk
C0811,389,1,529.1845000000001,1,1,1,3,At Risk
C0812,28,6,56445.428,4,3,4,11,Loyal
C0813,71,19,132033.6935,3,5,5,13,High Value
C0814,307,2,23336.58,1,1,2,4,At Risk
C0815,100,7,51279.8045,2,3,3,8,Potential
C0816,13,19,111906.448,5,5,5,15,High Value
C0817,4,9,61008.269499999995,5,4,4,13,High Value
C0818,314,2,35620.206,1,1,3,5,At Risk
C0819,107,2,18313.144,2,1,2,5,At Risk
C0820,140,4,11358.080999999998,2,2,1,5,At Risk
C0821,80,2,17814.72,2,1,2,5,At Risk
C0822,17,40,228989.987,4,5,5,14,High Value
C0823,81,2,14672.439999999999,2,1,2,5,At Risk
C0824,417,1,26322.904,1,1,2,4,At Risk
C0825,60,12,62130.6945,3,4,4,11,Loyal
C0826,17,3,23994.954,4,2,2,8,Potential
C0827,36,8,77204.6485,4,4,4,12,Loyal
C0828,291,2,16706.900999999998,1,1,2,4,At Risk
C0829,184,6,24712.471,1,3,2,6,At Risk
C0830,57,2,7919.934499999999,3,1,1,5,At Risk
C0831,11,5,41452.342,5,3,3,11,Loyal
C0832,8,5,25359.0695,5,3,2,10,Loyal
C0833,17,9,70675.7595,4,4,4,12,Loyal
C0834,8,7,57285.388999999996,5,3,4,12,Loyal
C0835,18,29,142837.843,4,5,5,14,High Value
C0837,119,7,34864.824,2,3,3,8,Potential
C0838,76,12,84359.20999999999,3,4,4,11,Loyal
C0839,38,27,244343.3645,3,5,5,13,High Value
C0841,24,5,40112.784,4,3,3,10,Loyal
C0842,20,12,100625.8925,4,4,5,13,High Value
C0843,206,1,2328.4,1,1,1,3,At Risk
C0844,33,19,152926.91,4,5,5,14,High Value
C0846,65,10,78565.437,3,4,4,11,Loyal
C0847,27,23,135822.54,4,5,5,14,High Value
C0848,67,10,82125.963,3,4,4,11,Loyal
C0849,20,4,24578.6025,4,2,2,8,Potential
C0851,2,25,167464.2455,5,5,5,15,High Value
C0852,62,9,29428.8345,3,4,2,9,Potential
C0854,28,7,62248.1995,4,3,4,11,Loyal
C0855,104,7,61322.6725,2,3,4,9,Potential
C0856,76,3,41829.369999999995,3,2,3,8,Potential
C0857,5,4,27560.125,5,2,2,9,Potential
C0858,19,2,21741.36,4,1,2,7,Potential
C0859,131,10,73505.31649999999,2,4,4,10,Loyal
C0860,260,4,11784.2765,1,2,1,4,At Risk
C0861,87,8,59929.667,2,4,4,10,Loyal
C0862,31,18,111281.2945,4,5,5,14,High Value
C0863,34,21,107391.724,4,5,5,14,High Value
C0864,66,8,85414.0435,3,4,4,11,Loyal
C0866,91,6,16707.493,2,3,2,7,Potential
C0867,130,3,11035.4325,2,2,1,5,At Risk
C0868,120,4,13720.7065,2,2,1,5,At Risk
C0869,42,4,46141.78599999999,3,2,3,8,Potential
C0870,315,3,16747.14,1,2,2,5,At Risk
C0871,17,21,155922.69,4,5,5,14,High Value
C0872,150,5,22525.326,2,3,2,7,Potential
C0873,30,10,64461.6805,4,4,4,12,Loyal
C0875,98,26,144503.614,2,5,5,12,Loyal
C0876,275,1,10602.056999999999,1,1,1,3,At Risk
C0877,484,2,1522.2465,1,1,1,3,At Risk
C0878,1,5,30793.214,5,3,3,11,Loyal
C0879,78,3,19898.897,2,2,2,6,At Risk
C0880,138,5,26969.295,2,3,2,7,Potential
C0881,35,12,147180.5035,4,4,5,13,High Value
C0882,66,7,36716.335,3,3,3,9,Potential
C0884,167,3,28188.275,2,2,2,6,At Risk
C0885,74,13,104752.542,3,4,5,12,Loyal
C0886,50,11,58713.629,3,4,4,11,Loyal
C0887,28,7,37159.6485,4,3,3,10,Loyal
C0888,83,9,62615.9985,2,4,4,10,Loyal
C0889,292,1,5387.8205,1,1,1,3,At Risk
C0890,53,3,18399.072,3,2,2,7,Potential
C0891,36,3,15064.092,4,2,2,8,Potential
C0892,94,13,70548.591,2,4,4,10,Loyal
C0893,10,52,365255.0075,5,5,5,15,High Value
C0894,17,7,32163.7665,4,3,3,10,Loyal
C0896,831,1,7203.18,1,1,1,3,At Risk
C0897,219,3,11561.374,1,2,1,4,At Risk
C0898,18,4,13862.292,4,2,1,7,Potential
C0899,437,1,7884.961999999999,1,1,1,3,At Risk
C0900,6,32,224871.6705,5,5,5,15,High Value
C0901,206,6,46268.175,1,3,3,7,Potential
C0902,23,16,97091.019,4,5,5,14,High Value
C0903,68,8,54270.618,3,4,4,11,Loyal
C0904,74,12,56057.6915,3,4,4,11,Loyal
C0905,24,8,20950.3615,4,4,2,10,Loyal
C0906,35,11,73472.4715,4,4,4,12,Loyal
C0907,131,5,21379.68,2,3,2,7,Potential
C0908,21,10,77850.902,4,4,4,12,Loyal
C0909,36,6,52354.528,4,3,3,10,Loyal
C0910,19,45,326647.067,4,5,5,14,High Value
C0911,80,9,76275.6955,2,4,4,10,Loyal
C0912,48,5,18815.053,3,3,2,8,Potential
C0913,24,18,128016.3005,4,5,5,14,High Value
C0914,160,3,14922.376,2,2,2,6,At Risk
C0915,1,2,6647.786,5,1,1,7,Potential
C0916,34,7,34421.2755,4,3,3,10,Loyal
C0917,92,3,13251.637,2,2,1,5,At Risk
C0918,6,11,94581.461,5,4,5,14,High Value
C0919,294,4,11350.896,1,2,1,4,At Risk
C0920,19,4,10995.1985,4,2,1,7,Potential
C0921,38,8,47543.354,3,4,3,10,Loyal
C0923,149,4,11070.862000000001,2,2,1,5,At Risk
C0924,18,17,109656.4635,4,5,5,14,High Value
C0925,39,2,11551.6155,3,1,1,5,At Risk
C0926,25,9,68896.43650000001,4,4,4,12,Loyal
C0927,26,11,92738.7975,4,4,5,13,High Value
C0928,32,4,21669.719,4,2,2,8,Potential
C0929,369,1,4871.0395,1,1,1,3,At Risk
C0930,4,31,202379.061,5,5,5,15,High Value
C0931,44,7,46011.263,3,3,3,9,Potential
C0932,29,4,19953.370000000003,4,2,2,8,Potential
C0933,318,2,4912.0795,1,1,1,3,At Risk
C0934,1,10,64088.349,5,4,4,13,High Value
C0935,36,8,53781.0435,4,4,4,12,Loyal
C0936,38,11,75968.19499999999,3,4,4,11,Loyal
C0938,41,25,182277.5675,3,5,5,13,High Value
C0939,17,7,42110.708,4,3,3,10,Loyal
C0941,131,6,35356.399,2,3,3,8,Potential
C0942,59,4,19485.092,3,2,2,7,Potential
C0943,16,20,140367.9755,5,5,5,15,High Value
C0944,4,25,170821.432,5,5,5,15,High Value
C0945,86,3,9432.52,2,2,1,5,At Risk
C0946,16,17,85016.8515,5,5,4,14,High Value
C0947,6,11,117659.4075,5,4,5,14,High Value
C0948,45,23,200985.33049999998,3,5,5,13,High Value
C0949,174,5,22891.6875,2,3,2,7,Potential
C0950,80,10,100239.9365,2,4,5,11,Loyal
C0951,14,4,16356.389000000001,5,2,2,9,Potential
C0952,15,14,120791.6915,5,5,5,15,High Value
C0954,75,8,36666.643,3,4,3,10,Loyal
C0955,241,2,2515.849,1,1,1,3,At Risk
C0956,560,1,2951.061,1,1,1,3,At Risk
C0957,28,16,114967.2175,4,5,5,14,High Value
C0958,45,14,50648.085,3,5,3,11,Loyal
C0959,31,7,25517.7845,4,3,2,9,Potential
C0960,19,8,92717.122,4,4,5,13,High Value
C0961,241,2,6507.4400000000005,1,1,1,3,At Risk
C0962,289,6,27018.943,1,3,2,6,At Risk
C0963,44,4,41598.3005,3,2,3,8,Potential
C0965,5,7,43988.8315,5,3,3,11,Loyal
C0966,94,8,47383.2935,2,4,3,9,Potential
C0967,13,6,40852.515,5,3,3,11,Loyal
C0968,36,12,76846.832,4,4,4,12,Loyal
C0969,8,9,41543.976,5,4,3,12,Loyal
C0972,95,7,74894.5835,2,3,4,9,Potential
C0973,151,3,24954.3115,2,2,2,6,At Risk
C0974,211,1,8958.599999999999,1,1,1,3,At Risk
C0975,42,4,12870.004,3,2,1,6,At Risk
C0976,60,7,45249.9785,3,3,3,9,Potential
C0977,141,3,18010.0445,2,2,2,6,At Risk
C0978,36,11,112536.168,4,4,5,13,High Value
C0979,20,8,46256.6395,4,4,3,11,Loyal
C0980,209,3,50925.59,1,2,3,6,At Risk
C0981,28,11,73322.603,4,4,4,12,Loyal
C0982,9,8,53568.135,5,4,4,13,High Value
C0983,35,5,32389.244000000002,4,3,3,10,Loyal
C0984,248,9,56146.2845,1,4,4,9,Potential
C0986,7,10,102440.713,5,4,5,14,High Value
C0987,369,2,4695.8460000000005,1,1,1,3,At Risk
C0988,12,30,139795.6065,5,5,5,15,High Value
C0989,1,11,84978.598,5,4,4,13,High Value
C0990,130,11,70829.2045,2,4,4,10,Loyal
C0991,35,2,11343.276999999998,4,1,1,6,At Risk
C0992,23,2,17514.87,4,1,2,7,Potential
C0993,175,4,17581.6285,2,2,2,6,At Risk
C0994,156,4,24774.341999999997,2,2,2,6,At Risk
C0995,132,4,14213.3445,2,2,2,6,At Risk
C0996,130,4,20308.8145,2,2,2,6,At Risk
C0997,301,3,11705.895,1,2,1,4,At Risk
C0998,23,30,153507.8595,4,5,5,14,High Value
C1000,52,28,144980.303,3,5,5,13,High Value
